1961-01-01,1,0.6343273034615542
1962-01-01,1,0.4098885832494334
1963-01-01,1,0.5155580733140723
1964-01-01,1,0.4878640890540246
1965-01-01,1,0.43127801554525946
1966-01-01,1,0.3261258061718087
1967-01-01,1,0.42499134436772346
1968-01-01,1,0.5426355065855
1969-01-01,1,0.6167510209314158
1970-01-01,1,0.524091172926565
1971-01-01,1,0.505528767873874
1972-01-01,1,0.6840909282149289
1973-01-01,1,0.5417211828244051
1974-01-01,1,0.510888781308892
1975-01-01,1,0.5386449055953371
1976-01-01,1,0.5044676473002835
1977-01-01,1,0.6644975484131586
1978-01-01,1,0.5295376967978904
1979-01-01,1,0.5111082736553851
1980-01-01,1,0.5212187043550703
1981-01-01,1,0.7309339360321591
1982-01-01,1,0.5374591115011764
1983-01-01,1,0.509526414564734
1984-01-01,1,0.5836611048374598
1985-01-01,1,0.45022368501155235
1986-01-01,1,0.4638531377915571
1987-01-01,1,0.4509875310020781
1988-01-01,1,0.5509407595373678
1989-01-01,1,0.782643095503322
1990-01-01,1,0.7041996617917181
1991-01-01,1,0.6924626390768476
1992-01-01,1,0.6301447819545145
1993-01-01,1,0.5906110817221242
1994-01-01,1,0.5938863138690411
1995-01-01,1,0.4469471545676198
1996-01-01,1,0.4610848642821755
1997-01-01,1,0.5846483904237572
1998-01-01,1,0.47855342071065693
1999-01-01,1,0.8264213555048259
2000-01-01,1,0.5808385599512762
2001-01-01,1,0.4046284459020886
2002-01-01,1,0.28964481801780634
2003-01-01,1,0.4102986415984131
2004-01-01,1,0.4839810974607638
2005-01-01,1,0.42486587813533494
1961-01-01,2,0.4004297884939596
1962-01-01,2,0.34300845076576797
1963-01-01,2,0.31071149253566155
1964-01-01,2,0.3920744793040333
1965-01-01,2,0.7032349887953311
1966-01-01,2,0.6913589526034477
1967-01-01,2,0.3572627248653114
1968-01-01,2,0.27889917463351926
1969-01-01,2,0.2761034632327528
1970-01-01,2,0.39708052542287187
1971-01-01,2,0.3356310642693441
1972-01-01,2,0.3920535897895549
1973-01-01,2,0.3589044836153775
1974-01-01,2,0.2828575851347003
1975-01-01,2,0.3213886801000291
1976-01-01,2,0.4762304271249546
1977-01-01,2,0.38745855131105755
1978-01-01,2,0.34891915585671285
1979-01-01,2,0.4252990089861051
1980-01-01,2,0.3388620639848229
1981-01-01,2,0.48746939933717137
1982-01-01,2,0.4466210934442425
1983-01-01,2,0.5148422723232846
1984-01-01,2,0.32727166752774717
1985-01-01,2,0.31393003769208405
1986-01-01,2,0.4402685576275447
1987-01-01,2,0.4033515557439754
1988-01-01,2,0.4169859666105586
1989-01-01,2,0.427015306689121
1990-01-01,2,0.4194083992269178
1991-01-01,2,0.3953418414754478
1992-01-01,2,0.0
1993-01-01,2,0.6285969674328522
1994-01-01,2,0.4372025626750241
1995-01-01,2,0.5415436438082123
1996-01-01,2,0.48479193529920894
1997-01-01,2,0.42713230385514883
1998-01-01,2,0.31617149594672855
1999-01-01,2,0.4225059558744535
2000-01-01,2,0.5381035303563378
2001-01-01,2,0.6128144543638013
2002-01-01,2,0.5220730782451617
2003-01-01,2,0.5040470831301465
2004-01-01,2,0.6816502727131553
2005-01-01,2,0.536637332435413
1961-01-01,3,0.5069051399435236
1962-01-01,3,0.5375935146346782
1963-01-01,3,0.5014763930715312
1964-01-01,3,0.671369283198541
1965-01-01,3,0.5274543414925157
1966-01-01,3,0.5108405786162974
1967-01-01,3,0.5199905820218933
1968-01-01,3,0.7314776968669489
1969-01-01,3,0.5317211560743161
1970-01-01,3,0.5013195692341547
1971-01-01,3,0.5817669279753455
1972-01-01,3,0.4473265239603917
1973-01-01,3,0.4608735599985784
1974-01-01,3,0.4474615846762994
1975-01-01,3,0.5481507699722143
1976-01-01,3,0.779067865445167
1977-01-01,3,0.6988277663044029
1978-01-01,3,0.6911474201228138
1979-01-01,3,0.6268116234955126
1980-01-01,3,0.588977965857606
1981-01-01,3,0.5931239908162061
1982-01-01,3,0.4457782174748801
1983-01-01,3,0.4604348488988367
1984-01-01,3,0.5842557196162281
1985-01-01,3,0.47317610745116667
1986-01-01,3,0.8249678355928054
1987-01-01,3,0.5818494051924761
1988-01-01,3,0.4015129246706007
1989-01-01,3,0.26485605995143313
1990-01-01,3,0.41253406075436594
1991-01-01,3,0.4835197811330884
1992-01-01,3,0.42371495285208616
1993-01-01,3,0.40112963553451403
1994-01-01,3,0.34954493658096375
1995-01-01,3,0.31922876744376716
1996-01-01,3,0.38991656385714946
1997-01-01,3,0.7059698416562035
1998-01-01,3,0.6919331852706673
1999-01-01,3,0.36016229298227004
2000-01-01,3,0.2813330346443701
2001-01-01,3,0.2789686206011971
2002-01-01,3,0.405090012118133
2003-01-01,3,0.33740834129715763
2004-01-01,3,0.39896802557495464
2005-01-01,3,0.36117947973739095
1961-01-01,4,0.2811011589452165
1962-01-01,4,0.3251389953527114
1963-01-01,4,0.4806195940599324
1964-01-01,4,0.38893515320568145
1965-01-01,4,0.3496560945972577
1966-01-01,4,0.4292780507193519
1967-01-01,4,0.33731520169038776
1968-01-01,4,0.49830774586663956
1969-01-01,4,0.4485710184764067
1970-01-01,4,0.49590278809258276
1971-01-01,4,0.32646037192123195
1972-01-01,4,0.31248605600542523
1973-01-01,4,0.443948721304387
1974-01-01,4,0.40755904471342974
1975-01-01,4,0.42044181833806005
1976-01-01,4,0.4308398563868665
1977-01-01,4,0.42204216271009043
1978-01-01,4,0.3978916795112831
1979-01-01,4,0.0
1980-01-01,4,0.6282798403597223
1981-01-01,4,0.4508532391024686
