"Industry-by-Industry Total Requirements, After Redefinitions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(in producers' prices),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industries/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525, HS, ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81, GFGD, GFGN,GFE,GSLG,GSLE
IOCode,Name,Farms,"Forestry, fishing, and related activities",Oil and gas extraction,"Mining, except oil and gas",Support activities for mining,Utilities,Construction,Wood products,Nonmetallic mineral products,Primary metals,Fabricated metal products,Machinery,Computer and electronic products,"Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts",Other transportation equipment,Furniture and related products,Miscellaneous manufacturing,Food and beverage and tobacco products,Textile mills and textile product mills,Apparel and leather and allied products,Paper products,Printing and related support activities,Petroleum and coal products,Chemical products,Plastics and rubber products,Wholesale trade,Motor vehicle and parts dealers,Food and beverage stores,General merchandise stores,Other retail,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Other transportation and support activities,Warehousing and storage,"Publishing industries, except internet (includes software)",Motion picture and sound recording industries,Broadcasting and telecommunications,"Data processing, internet publishing, and other information services","Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Housing,Other real estate,Rental and leasing services and lessors of intangible assets,Legal services,Computer systems design and related services,"Miscellaneous professional, scientific, and technical services",Management of companies and enterprises,Administrative and support services,Waste management and remediation services,Educational services,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries",Accommodation,Food services and drinking places,"Other services, except government",Federal general government (defense),Federal general government (nondefense),Federal government enterprises,State and local general government,State and local government enterprises
111CA,Farms,1.219200,0.047257,0.000819,0.001634,0.000473,0.001112,0.003078,0.025616,0.002065,0.001445,0.001283,0.001580,0.001048,0.001526,0.002750,0.001227,0.005830,0.005584,0.305079,0.053181,0.021776,0.007639,0.004597,0.000840,0.012013,0.006032,0.000875,0.012888,0.003168,0.000505,0.001556,0.002175,0.001068,0.000881,0.001047,0.000439,0.001047,0.001277,0.000377,0.001543,0.001118,0.000543,0.001651,0.000905,0.000584,0.000483,0.000666,0.000182,0.001609,0.000732,0.000926,0.001078,0.001646,0.000869,0.002220,0.001215,0.018586,0.001540,0.003545,0.008592,0.010958,0.001280,0.005444,0.007670,0.042363,0.001168,0.000833,-0.009234,0.001440,0.007532,0.000984
113FF,"Forestry, fishing, and related activities",0.082511,1.202230,0.000742,0.001890,0.000391,0.000784,0.008049,0.192181,0.003214,0.002121,0.001632,0.002594,0.001619,0.002460,0.003405,0.001500,0.021796,0.005884,0.032654,0.005838,0.004069,0.039986,0.008329,0.000693,0.003544,0.010809,0.000924,0.001597,0.002937,0.000516,0.000974,0.001220,0.004839,0.000866,0.000983,0.000589,0.001187,0.001582,0.000491,0.003123,0.002027,0.000955,0.003767,0.000693,0.000899,0.000392,0.000785,0.000532,0.001597,0.001232,0.000682,0.000697,0.001116,0.000671,0.001079,0.000944,0.003162,0.001046,0.001522,0.002371,0.003093,0.000668,0.002472,0.003890,0.014019,0.000869,0.000698,0.000027,0.000637,0.002888,0.001530
211,Oil and gas extraction,0.047214,0.020242,1.175540,0.036708,0.007561,0.193612,0.025787,0.023843,0.025363,0.030443,0.019083,0.017871,0.012193,0.021900,0.015941,0.011383,0.017086,0.015888,0.026271,0.032948,0.019789,0.025465,0.028426,0.792413,0.062768,0.033562,0.006983,0.009966,0.012278,0.008380,0.010094,0.129905,0.043895,0.079269,0.058014,0.039746,0.204813,0.019450,0.007899,0.011450,0.010219,0.007979,0.012694,0.007211,0.010228,0.002876,0.008547,0.001311,0.031140,0.008735,0.006775,0.007158,0.008006,0.006399,0.018960,0.042074,0.022700,0.010401,0.015993,0.015757,0.012739,0.008915,0.013423,0.020103,0.015914,0.007596,0.016947,0.007627,0.016914,0.034196,0.094419
212,"Mining, except oil and gas",0.010191,0.002337,0.006209,1.095640,0.001813,0.020934,0.015744,0.005070,0.073926,0.087735,0.018713,0.012533,0.005516,0.017551,0.013364,0.008171,0.007762,0.008472,0.008317,0.008873,0.004373,0.012510,0.005001,0.006964,0.014086,0.008823,0.001142,0.001581,0.001794,0.001269,0.001722,0.002434,0.003920,0.003717,0.002335,0.001207,0.004059,0.002176,0.001414,0.002994,0.002348,0.002155,0.003898,0.001065,0.001985,0.000508,0.001721,0.000566,0.008754,0.002050,0.001286,0.001233,0.002096,0.001276,0.001633,0.002916,0.003928,0.002342,0.003389,0.002560,0.002581,0.002736,0.003270,0.002658,0.004044,0.001985,0.001957,0.003686,0.001111,0.002833,0.008854
213,Support activities for mining,0.000721,0.000280,0.011348,0.024610,1.003140,0.002377,0.000669,0.000405,0.002016,0.002388,0.000701,0.000542,0.000294,0.000698,0.000546,0.000361,0.000400,0.000394,0.000493,0.000559,0.000328,0.000578,0.000432,0.007723,0.000960,0.000575,0.000167,0.000178,0.000188,0.000136,0.000192,0.001458,0.000584,0.001209,0.000858,0.000438,0.002107,0.003419,0.000164,0.000280,0.000231,0.000156,0.000305,0.000114,0.000208,0.000049,0.000166,0.000029,0.000527,0.000169,0.000125,0.000127,0.000217,0.000113,0.000257,0.000533,0.000339,0.000182,0.000256,0.000230,0.000221,0.000188,0.000238,0.000279,0.000276,0.000144,0.000231,0.000171,0.000210,0.000411,0.001154
22,Utilities,0.050272,0.011194,0.062889,0.059122,0.004694,1.026240,0.019693,0.041473,0.054784,0.069600,0.038768,0.029919,0.023956,0.034351,0.029865,0.021538,0.029700,0.024434,0.041708,0.045778,0.036659,0.054736,0.036952,0.052023,0.044391,0.046276,0.013273,0.020771,0.038553,0.027101,0.025699,0.017301,0.012057,0.038126,0.015928,0.011317,0.033123,0.019220,0.024825,0.019703,0.022062,0.020166,0.023626,0.011339,0.023842,0.005135,0.019568,0.002100,0.113327,0.018509,0.014702,0.012298,0.015206,0.013418,0.015491,0.031372,0.078937,0.017253,0.032335,0.032076,0.024120,0.019767,0.029665,0.047334,0.037515,0.015177,0.013000,0.010641,0.016500,0.021868,0.028895
23,Construction,0.013523,0.004342,0.012349,0.035691,0.004025,0.018398,1.005750,0.012226,0.014528,0.017686,0.011010,0.009273,0.008150,0.009650,0.008364,0.006268,0.009047,0.007669,0.010920,0.010044,0.007720,0.012924,0.011076,0.011183,0.010411,0.011608,0.004318,0.006714,0.007666,0.006581,0.008562,0.006026,0.020888,0.009837,0.006640,0.005011,0.043868,0.015891,0.005851,0.006828,0.007758,0.012240,0.010261,0.011210,0.009714,0.002184,0.012297,0.022165,0.048994,0.006646,0.006163,0.004345,0.008906,0.006402,0.005057,0.005611,0.010425,0.005892,0.009043,0.008395,0.010067,0.006590,0.007643,0.016108,0.009832,0.008740,0.019815,0.009074,0.012794,0.015248,0.096657
321,Wood products,0.006618,0.005451,0.002638,0.005349,0.001436,0.002433,0.050285,1.321140,0.012983,0.007444,0.005328,0.010232,0.006102,0.008245,0.014171,0.005044,0.135532,0.020022,0.006496,0.006393,0.003955,0.048494,0.010698,0.002264,0.004881,0.014712,0.003149,0.002569,0.004436,0.001918,0.003203,0.002069,0.031402,0.002623,0.003325,0.001361,0.004422,0.004153,0.001714,0.010626,0.010146,0.004082,0.020899,0.001776,0.002729,0.000839,0.002403,0.003326,0.007177,0.006041,0.001646,0.001592,0.002388,0.001573,0.002517,0.002670,0.003009,0.002567,0.002882,0.002380,0.009861,0.001826,0.004038,0.005652,0.009225,0.002555,0.002508,0.001736,0.001448,0.005581,0.007674
327,Nonmetallic mineral products,0.004293,0.002500,0.010653,0.008705,0.003359,0.004181,0.055142,0.020705,1.159060,0.018065,0.011258,0.014904,0.008381,0.032292,0.024920,0.006996,0.013130,0.012916,0.012939,0.015692,0.006378,0.006008,0.004149,0.009109,0.008583,0.014759,0.001642,0.002684,0.002347,0.001292,0.002792,0.003600,0.003812,0.003651,0.003461,0.001647,0.006205,0.003227,0.001645,0.002796,0.002331,0.004670,0.011675,0.001806,0.002771,0.000749,0.002416,0.001552,0.004840,0.002413,0.001484,0.002035,0.004144,0.002590,0.003082,0.004546,0.004960,0.007076,0.004448,0.004706,0.005648,0.001717,0.003199,0.004250,0.013231,0.003717,0.003019,0.002925,0.001602,0.003552,0.015843
