"Industry-by-Industry Total Requirements, After Redefinitions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(in producers' prices),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industries/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525, HS, ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81, GFGD, GFGN,GFE,GSLG,GSLE
331,Primary metals,0.0090524,0.0077697,0.0212768,0.0226940,0.0189007,0.0066662,0.0267624,0.0177047,0.0228468,1.2836700,0.2258950,0.1405910,0.0386031,0.1495400,0.1348000,0.0792626,0.0613279,0.0610435,0.0203269,0.0170832,0.0092053,0.0187325,0.0113094,0.0135232,0.0112245,0.0235877,0.0036407,0.0062030,0.0035321,0.0018776,0.0037210,0.0047873,0.0222083,0.0218934,0.0105221,0.0042194,0.0132767,0.0087961,0.0064225,0.0074814,0.0050160,0.0068341,0.0036444,0.0017446,0.0026651,0.0016142,0.0018528,0.0011451,0.0068428,0.0050044,0.0024561,0.0032572,0.0053148,0.0029779,0.0044342,0.0154186,0.0063117,0.0045900,0.0047372,0.0037521,0.0069984,0.0027092,0.0056461,0.0045690,0.0086619,0.0081705,0.0098731,0.0041546,0.0041607,0.0048041,0.0131103
332,Fabricated metal products,0.0164259,0.0126398,0.0200925,0.0234886,0.0181336,0.0082733,0.0660127,0.0439077,0.0387713,0.0607582,1.1244600,0.1150760,0.0490448,0.0968660,0.1136620,0.0854345,0.0621027,0.0486111,0.0363040,0.0351022,0.0200839,0.0397685,0.0270877,0.0135635,0.0257421,0.0483375,0.0058998,0.0124101,0.0055195,0.0030201,0.0074118,0.0077581,0.0120734,0.0783732,0.0188363,0.0091781,0.0363761,0.0162410,0.0105171,0.0197417,0.0068941,0.0168334,0.0073557,0.0031111,0.0047318,0.0029616,0.0032763,0.0024882,0.0094616,0.0070034,0.0039034,0.0066017,0.0083611,0.0057173,0.0073930,0.0266033,0.0092495,0.0065818,0.0071632,0.0058270,0.0136351,0.0043163,0.0080819,0.0101616,0.0197638,0.0113519,0.0188680,0.0074229,0.0075860,0.0081758,0.0265169
333,Machinery,0.0147613,0.0176637,0.0244170,0.0548095,0.0683511,0.0132696,0.0259871,0.0124782,0.0114401,0.0261259,0.0216701,1.1111500,0.0085400,0.0285999,0.0578379,0.0339600,0.0088183,0.0125753,0.0104639,0.0085587,0.0049115,0.0134566,0.0157823,0.0152938,0.0107180,0.0158838,0.0029191,0.0045511,0.0030776,0.0018657,0.0029268,0.0039772,0.0047443,0.0087081,0.0063547,0.0034068,0.0143625,0.0054124,0.0124208,0.0053681,0.0054065,0.0038302,0.0033482,0.0013647,0.0022068,0.0013126,0.0015162,0.0009519,0.0065210,0.0041659,0.0018355,0.0037094,0.0040655,0.0029489,0.0046518,0.0292649,0.0110125,0.0031255,0.0034633,0.0030625,0.0039402,0.0021751,0.0031742,0.0032118,0.0057146,0.0086221,0.0064638,0.0036900,0.0029148,0.0050199,0.0134154
334,Computer and electronic products,0.0062802,0.0057091,0.0051648,0.0086536,0.0081446,0.0042312,0.0153185,0.0193319,0.0232088,0.0234955,0.0287154,0.0486588,1.2778300,0.0548833,0.0707953,0.0961318,0.0287700,0.0332335,0.0122395,0.0363049,0.0170151,0.0281500,0.0289531,0.0039083,0.0169529,0.0250355,0.0097300,0.0250686,0.0063964,0.0031373,0.0066628,0.0051907,0.0069290,0.0111990,0.0075476,0.0032495,0.0074664,0.0063094,0.0070777,0.0195290,0.0328782,0.0347233,0.0104275,0.0085158,0.0083380,0.0037790,0.0065416,0.0010048,0.0071777,0.0047023,0.0094993,0.0204186,0.0111588,0.0151482,0.0120492,0.0115485,0.0113880,0.0102615,0.0064029,0.0055194,0.0070925,0.0043387,0.0052348,0.0115720,0.0078295,0.0135414,0.0447639,0.0132370,0.0031940,0.0068621,0.0132490
335,"Electrical equipment, appliances, and components",0.0042116,0.0108544,0.0027448,0.0047107,0.0050306,0.0018294,0.0245319,0.0090537,0.0044422,0.0153831,0.0138119,0.0420328,0.0200781,1.0747600,0.0171971,0.0169406,0.0056059,0.0095949,0.0044171,0.0054914,0.0036449,0.0058587,0.0043723,0.0019840,0.0040386,0.0080482,0.0016343,0.0039372,0.0018138,0.0023241,0.0018602,0.0018026,0.0052968,0.0040591,0.0027756,0.0024229,0.0039140,0.0023247,0.0064949,0.0020558,0.0020379,0.0060919,0.0020462,0.0011808,0.0018095,0.0010642,0.0012517,0.0008557,0.0034215,0.0020264,0.0042061,0.0034327,0.0038945,0.0017384,0.0037665,0.0081953,0.0038168,0.0016578,0.0020371,0.0023701,0.0030042,0.0013554,0.0023639,0.0028072,0.0047457,0.0046383,0.0041808,0.0047856,0.0013213,0.0028164,0.0095166
3361MV,"Motor vehicles, bodies and trailers, and parts",0.0109471,0.0111269,0.0064456,0.0208920,0.0113767,0.0036039,0.0188295,0.0171647,0.0148531,0.0231597,0.0151776,0.0624784,0.0153138,0.0147272,1.4056300,0.0523990,0.0135834,0.0112044,0.0121742,0.0119611,0.0071070,0.0143649,0.0094008,0.0048923,0.0073386,0.0102019,0.0079088,0.0157278,0.0139057,0.0025268,0.0094174,0.0037741,0.0056612,0.0088881,0.0513833,0.0135052,0.0055634,0.0144133,0.0165945,0.0080138,0.0041520,0.0047607,0.0028333,0.0027309,0.0041817,0.0021936,0.0027212,0.0007951,0.0054768,0.0076993,0.0022168,0.0025996,0.0050783,0.0042186,0.0092191,0.0246614,0.0062483,0.0037483,0.0039492,0.0033544,0.0114515,0.0044221,0.0037735,0.0042373,0.0066289,0.0363793,0.0156356,0.0025548,0.0184909,0.0089092,0.0080523
3364OT,Other transportation equipment,0.0013459,0.0033664,0.0011707,0.0030220,0.0021405,0.0012261,0.0020845,0.0023283,0.0018993,0.0045006,0.0028834,0.0060808,0.0025798,0.0030563,0.0045315,1.2346200,0.0021050,0.0019428,0.0016435,0.0020592,0.0017087,0.0023163,0.0016803,0.0008340,0.0015429,0.0021541,0.0012010,0.0015295,0.0008073,0.0008012,0.0010905,0.0100620,0.0199861,0.0402528,0.0019517,0.0015803,0.0019496,0.0093602,0.0012055,0.0016438,0.0018427,0.0016587,0.0007581,0.0008478,0.0014711,0.0007655,0.0010351,0.0001194,0.0013180,0.0008939,0.0008760,0.0012153,0.0026989,0.0013476,0.0011879,0.0020660,0.0010741,0.0010404,0.0009081,0.0008996,0.0011510,0.0012197,0.0011580,0.0012316,0.0011515,0.0013476,0.0466696,0.0030111,0.0008492,0.0008460,0.0022427
337,Furniture and related products,0.0005213,0.0003757,0.0004848,0.0008021,0.0004810,0.0003557,0.0127308,0.0129083,0.0010445,0.0007628,0.0007775,0.0027036,0.0023460,0.0009274,0.0021135,0.0011292,1.0343200,0.0034542,0.0006373,0.0009641,0.0007160,0.0014877,0.0007420,0.0003673,0.0005851,0.0027669,0.0006132,0.0011507,0.0003135,0.0001842,0.0011311,0.0003353,0.0009070,0.0005794,0.0003956,0.0001961,0.0010510,0.0005270,0.0003596,0.0004390,0.0004968,0.0006899,0.0012514,0.0002311,0.0002733,0.0001542,0.0002086,0.0036051,0.0009765,0.0006055,0.0003433,0.0002312,0.0004122,0.0002538,0.0002849,0.0004083,0.0003770,0.0006316,0.0004547,0.0003418,0.0011033,0.0024078,0.0014825,0.0005483,0.0019305,0.0005923,0.0004379,0.0002803,0.0003841,0.0004276,0.0021358
339,Miscellaneous manufacturing,0.0024880,0.0013346,0.0009681,0.0019351,0.0014882,0.0008223,0.0027687,0.0024100,0.0057931,0.0024778,0.0022249,0.0104575,0.0017353,0.0059285,0.0077377,0.0037758,0.0030996,1.0668100,0.0017520,0.0061731,0.0116424,0.0020116,0.0021521,0.0007106,0.0029331,0.0036604,0.0017391,0.0072933,0.0016077,0.0006663,0.0018330,0.0009424,0.0009379,0.0018546,0.0012137,0.0008353,0.0013964,0.0021496,0.0026328,0.0013363,0.0013576,0.0014394,0.0012089,0.0008888,0.0013328,0.0009858,0.0009015,0.0001698,0.0016180,0.0010136,0.0008969,0.0009746,0.0026990,0.0009881,0.0028105,0.0081274,0.0042988,0.0251466,0.0244988,0.0084467,0.0111233,0.0016412,0.0023023,0.0031270,0.0023247,0.0045144,0.0018284,0.0019277,0.0005371,0.0055687,0.0016971
311FT,Food and beverage and tobacco products,0.1069390,0.0245874,0.0011143,0.0016450,0.0015743,0.0023868,0.0021120,0.0080376,0.0037048,0.0034055,0.0026692,0.0025072,0.0016971,0.0021875,0.0027532,0.0018881,0.0039250,0.0036352,1.2413100,0.0126671,0.0362400,0.0078461,0.0101453,0.0009835,0.0116024,0.0074936,0.0023856,0.0031547,0.0027382,0.0012123,0.0020338,0.0113560,0.0013681,0.0038553,0.0023346,0.0007525,0.0014968,0.0019359,0.0013826,0.0029756,0.0027955,0.0019094,0.0015957,0.0028757,0.0022125,0.0022799,0.0018425,0.0002238,0.0048240,0.0018376,0.0030002,0.0035396,0.0044341,0.0025063,0.0038079,0.0031070,0.0489994,0.0036168,0.0129269,0.0366244,0.0433211,0.0136605,0.0294149,0.0263485,0.1553740,0.0032143,0.0034471,-0.0002330,0.0045257,0.0253671,0.0017811
313TT,Textile mills and textile product mills,0.0040418,0.0065644,0.0010017,0.0019968,0.0012261,0.0006578,0.0052886,0.0138836,0.0063857,0.0027287,0.0023805,0.0065760,0.0019956,0.0028417,0.0213974,0.0094095,0.0468676,0.0272937,0.0042104,1.2597900,0.2977800,0.0168723,0.0109117,0.0008572,0.0062598,0.0217617,0.0023409,0.0027176,0.0015192,0.0071416,0.0039943,0.0008884,0.0011558,0.0074608,0.0017530,0.0005982,0.0012555,0.0021125,0.0010725,0.0018569,0.0020529,0.0010233,0.0006978,0.0004913,0.0007973,0.0006093,0.0005302,0.0003848,0.0012157,0.0012700,0.0005675,0.0005735,0.0014394,0.0007040,0.0012936,0.0031600,0.0014050,0.0024171,0.0039097,0.0084452,0.0056808,0.0011254,0.0058487,0.0058441,0.0031115,0.0034205,0.0039265,0.0018428,0.0009409,0.0027883,0.0015947
315AL,Apparel and leather and allied products,0.0007320,0.0004353,0.0001704,0.0002974,0.0001820,0.0001407,0.0004394,0.0008415,0.0004555,0.0005085,0.0003235,0.0007426,0.0002847,0.0003312,0.0079997,0.0007592,0.0020384,0.0023400,0.0005263,0.0189250,1.1245700,0.0008937,0.0099959,0.0001403,0.0003328,0.0009453,0.0010447,0.0004736,0.0002393,0.0045740,0.0004731,0.0001752,0.0002178,0.0005892,0.0005146,0.0002071,0.0002241,0.0003145,0.0002459,0.0006007,0.0006253,0.0004952,0.0001764,0.0001485,0.0003055,0.0002159,0.0001904,0.0000313,0.0002813,0.0006336,0.0001739,0.0001508,0.0003201,0.0002163,0.0006163,0.0021797,0.0006544,0.0003179,0.0003378,0.0004672,0.0023449,0.0013087,0.0005087,0.0004793,0.0003392,0.0017370,0.0008521,0.0003013,0.0009713,0.0016771,0.0003043
322,Paper products,0.0110757,0.0054169,0.0034727,0.0082395,0.0050086,0.0030895,0.0111039,0.0158364,0.0283366,0.0221516,0.0186049,0.0213348,0.0127750,0.0254166,0.0201360,0.0138772,0.0335318,0.0331988,0.0511135,0.0340319,0.0210994,1.3095300,0.1755380,0.0029791,0.0232905,0.0449625,0.0092396,0.0070664,0.0086763,0.0038515,0.0072519,0.0053264,0.0044464,0.0083453,0.0068655,0.0039293,0.0077498,0.0201795,0.0076309,0.0362201,0.0102653,0.0054493,0.0042358,0.0043004,0.0068508,0.0057533,0.0043077,0.0007078,0.0050705,0.0054323,0.0056564,0.0042130,0.0072846,0.0052818,0.0076051,0.0085092,0.0080753,0.0096276,0.0116353,0.0137393,0.0125725,0.0056015,0.0060602,0.0255622,0.0161765,0.0064431,0.0051525,0.0132350,0.0040903,0.0142191,0.0052647
323,Printing and related support activities,0.0033043,0.0029410,0.0025253,0.0036365,0.0025806,0.0033494,0.0039456,0.0048195,0.0039168,0.0074685,0.0048083,0.0049571,0.0036136,0.0042326,0.0044989,0.0040135,0.0052559,0.0049735,0.0046776,0.0057999,0.0228490,0.0061534,1.0486000,0.0020151,0.0060758,0.0050296,0.0103231,0.0071450,0.0044511,0.0033523,0.0108007,0.0037458,0.0042318,0.0061114,0.0055541,0.0034256,0.0057240,0.0045009,0.0031140,0.0436574,0.0172591,0.0071183,0.0075097,0.0055192,0.0182163,0.0133358,0.0104491,0.0004705,0.0057470,0.0045781,0.0081048,0.0054953,0.0120936,0.0096319,0.0093098,0.0040104,0.0100185,0.0092182,0.0063082,0.0046794,0.0133574,0.0142764,0.0066362,0.0120397,0.0054915,0.0078385,0.0060809,0.0126737,0.0077815,0.0117170,0.0055272
324,Petroleum and coal products,0.0457606,0.0268738,0.0185291,0.0401253,0.0202915,0.0310918,0.0312968,0.0198340,0.0195165,0.0228053,0.0143285,0.0171522,0.0081321,0.0190331,0.0119749,0.0093999,0.0145651,0.0138800,0.0230804,0.0289437,0.0140959,0.0229399,0.0305253,1.0224200,0.0428985,0.0277113,0.0052239,0.0069062,0.0059631,0.0040577,0.0054966,0.1176880,0.0487963,0.1039460,0.0686899,0.0309814,0.0381183,0.0214742,0.0070002,0.0067380,0.0053662,0.0044594,0.0031053,0.0045358,0.0047210,0.0026976,0.0033104,0.0012741,0.0106532,0.0053329,0.0037389,0.0042564,0.0051164,0.0048047,0.0147713,0.0235533,0.0096647,0.0074424,0.0105020,0.0102130,0.0086240,0.0054393,0.0102849,0.0115473,0.0102373,0.0061028,0.0264362,0.0099905,0.0139560,0.0334776,0.0458992
325,Chemical products,0.0904074,0.0740744,0.0248232,0.0372937,0.0237363,0.0108494,0.0329537,0.0612017,0.0709797,0.0305853,0.0480069,0.0486291,0.0412393,0.0560839,0.0602858,0.0357045,0.0759788,0.0866393,0.0529471,0.3313160,0.0967760,0.1067520,0.0757684,0.0196339,1.3089000,0.3266980,0.0091663,0.0119417,0.0086614,0.0056605,0.0090124,0.0106121,0.0115854,0.0176752,0.0139964,0.0048020,0.0137237,0.0177295,0.0104200,0.0191488,0.0106301,0.0095864,0.0059576,0.0039997,0.0070216,0.0049112,0.0046447,0.0015786,0.0157098,0.0068627,0.0059680,0.0054496,0.0147508,0.0106381,0.0114222,0.0188853,0.0144171,0.0580823,0.0936881,0.0342100,0.0154598,0.0071052,0.0127153,0.0108690,0.0186151,0.0160460,0.0170064,0.0115917,0.0054038,0.0250619,0.0192467
326,Plastics and rubber products,0.0149941,0.0090963,0.0043410,0.0205706,0.0075908,0.0032861,0.0309835,0.0178478,0.0204150,0.0153625,0.0175863,0.0421195,0.0202028,0.0288378,0.0677140,0.0330220,0.0715508,0.0453635,0.0343804,0.0266422,0.0139471,0.0269537,0.0149285,0.0035496,0.0273767,1.0895900,0.0098815,0.0128845,0.0124954,0.0034172,0.0081608,0.0052319,0.0043897,0.0086159,0.0143375,0.0027841,0.0092492,0.0281707,0.0084951,0.0084237,0.0074663,0.0081853,0.0032650,0.0020820,0.0033763,0.0044653,0.0022853,0.0013529,0.0056187,0.0059386,0.0031803,0.0037801,0.0062985,0.0033144,0.0056044,0.0083399,0.0079546,0.0133758,0.0090191,0.0105497,0.0095802,0.0032821,0.0049687,0.0054921,0.0177737,0.0127954,0.0084228,0.0044202,0.0029327,0.0086530,0.0126854
42,Wholesale trade,0.0928206,0.0784665,0.0270571,0.0586965,0.0339596,0.0222864,0.0645261,0.1162610,0.0637972,0.1187110,0.0732727,0.1024200,0.0871104,0.0952340,0.1287460,0.0705689,0.0883136,0.0788462,0.1155820,0.1032600,0.1151910,0.0955127,0.0553818,0.0313344,0.0728786,0.0840359,1.0369100,0.0273516,0.0149620,0.0095699,0.0244728,0.0249271,0.0495219,0.0606053,0.0592065,0.0248426,0.0252650,0.0322113,0.0163715,0.0399226,0.0150682,0.0183392,0.0106536,0.0074825,0.0105680,0.0069066,0.0072710,0.0031225,0.0165436,0.0384662,0.0092435,0.0110686,0.0149353,0.0110199,0.0192079,0.0295951,0.0275595,0.0292474,0.0380580,0.0254459,0.0284133,0.0121891,0.0213329,0.0223825,0.0538448,0.0219679,0.0266296,0.0145999,0.0152914,0.0247130,0.0379100
