"Industry-by-Industry Total Requirements, After Redefinitions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(in producers' prices),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industries/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525, HS, ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81, GFGD, GFGN,GFE,GSLG,GSLE
331,Primary metals,0.0108733,0.0095743,0.0256956,0.0319701,0.0226578,0.0074542,0.0354911,0.0224237,0.0308358,1.3290100,0.2915910,0.1851970,0.0513800,0.2154090,0.1773180,0.1114880,0.0837311,0.0786601,0.0268386,0.0206701,0.0111339,0.0247567,0.0147060,0.0167529,0.0143692,0.0325546,0.0048877,0.0077162,0.0051340,0.0029219,0.0053182,0.0064305,0.0318664,0.0252632,0.0138342,0.0074202,0.0183554,0.0116323,0.0071496,0.0089203,0.0055434,0.0089343,0.0036638,0.0029078,0.0038041,0.0019948,0.0027611,0.0016961,0.0106465,0.0072982,0.0030669,0.0039044,0.0078628,0.0043779,0.0061206,0.0261172,0.0074746,0.0061709,0.0062411,0.0051015,0.0093167,0.0036658,0.0076810,0.0060013,0.0112839,0.0112227,0.0140484,0.0055557,0.0052977,0.0063377,0.0174941
332,Fabricated metal products,0.0149781,0.0122140,0.0182948,0.0247363,0.0161882,0.0073499,0.0660661,0.0412132,0.0377562,0.0550142,1.1173200,0.1114880,0.0525539,0.1043990,0.1162900,0.0848499,0.0602241,0.0470767,0.0364275,0.0310577,0.0184696,0.0394426,0.0265002,0.0126636,0.0249865,0.0482809,0.0060040,0.0111748,0.0060367,0.0034940,0.0077678,0.0077825,0.0128655,0.0649226,0.0191565,0.0120772,0.0382640,0.0160254,0.0086646,0.0177949,0.0059266,0.0172281,0.0059089,0.0038527,0.0049997,0.0027223,0.0036153,0.0027871,0.0107652,0.0080469,0.0036572,0.0058837,0.0090224,0.0063468,0.0076478,0.0321395,0.0080588,0.0066293,0.0071897,0.0058474,0.0135541,0.0042973,0.0082979,0.0100201,0.0193260,0.0120158,0.0207441,0.0072788,0.0073837,0.0081417,0.0270610
333,Machinery,0.0143843,0.0136869,0.0237185,0.0663174,0.0625413,0.0069831,0.0261692,0.0113176,0.0120403,0.0246141,0.0211939,1.1098500,0.0092571,0.0316868,0.0638823,0.0373806,0.0088048,0.0121587,0.0110999,0.0077711,0.0043398,0.0131502,0.0155521,0.0151478,0.0104318,0.0166701,0.0030347,0.0045912,0.0033071,0.0020606,0.0031954,0.0042336,0.0055821,0.0092510,0.0067970,0.0049787,0.0134958,0.0058092,0.0105840,0.0048901,0.0042540,0.0036170,0.0023604,0.0016932,0.0023613,0.0012368,0.0016831,0.0010659,0.0072110,0.0046079,0.0017344,0.0032357,0.0045032,0.0034384,0.0049040,0.0350856,0.0097515,0.0032114,0.0034658,0.0031255,0.0038848,0.0021688,0.0032753,0.0031058,0.0057521,0.0093479,0.0069360,0.0033655,0.0028510,0.0051541,0.0127377
334,Computer and electronic products,0.0058393,0.0056364,0.0050026,0.0091375,0.0075685,0.0037315,0.0150070,0.0188673,0.0228363,0.0219935,0.0274794,0.0479025,1.2739000,0.0580733,0.0682854,0.0958355,0.0291298,0.0320234,0.0127323,0.0323733,0.0151626,0.0280120,0.0285409,0.0039138,0.0172290,0.0257366,0.0100603,0.0235654,0.0072008,0.0037658,0.0074792,0.0052843,0.0079838,0.0110935,0.0075590,0.0043761,0.0074064,0.0061769,0.0058499,0.0189588,0.0306346,0.0382996,0.0080766,0.0118338,0.0088554,0.0035557,0.0076449,0.0011432,0.0083972,0.0056401,0.0087653,0.0183968,0.0126886,0.0166694,0.0124656,0.0145330,0.0092739,0.0103251,0.0065478,0.0056777,0.0071250,0.0043885,0.0056724,0.0122178,0.0082136,0.0142517,0.0498610,0.0135804,0.0031258,0.0066862,0.0132504
335,"Electrical equipment, appliances, and components",0.0035427,0.0094165,0.0026013,0.0048926,0.0042040,0.0014589,0.0242665,0.0082541,0.0043075,0.0135266,0.0134516,0.0399951,0.0204006,1.0771400,0.0166855,0.0169509,0.0055352,0.0089077,0.0043575,0.0047865,0.0030471,0.0057223,0.0042352,0.0019170,0.0037626,0.0077309,0.0016421,0.0035939,0.0019972,0.0024455,0.0020325,0.0017203,0.0051915,0.0040632,0.0027251,0.0028115,0.0037934,0.0022290,0.0052594,0.0019213,0.0017751,0.0057334,0.0015504,0.0014474,0.0018725,0.0009813,0.0013513,0.0009618,0.0038754,0.0023489,0.0034172,0.0030588,0.0041077,0.0018300,0.0038576,0.0099291,0.0032856,0.0016544,0.0020400,0.0024382,0.0029345,0.0013060,0.0024202,0.0027915,0.0046376,0.0045646,0.0042906,0.0048383,0.0012911,0.0027095,0.0094918
3361MV,"Motor vehicles, bodies and trailers, and parts",0.0096877,0.0112723,0.0059871,0.0202203,0.0110930,0.0030171,0.0183627,0.0165543,0.0141162,0.0276312,0.0161256,0.0598960,0.0139315,0.0167686,1.4008100,0.0520175,0.0136042,0.0107580,0.0121202,0.0104266,0.0063128,0.0152595,0.0089952,0.0045971,0.0071048,0.0101986,0.0075683,0.0150189,0.0144095,0.0029177,0.0095194,0.0036933,0.0064097,0.0088210,0.0490048,0.0179481,0.0060023,0.0146024,0.0130960,0.0074399,0.0034245,0.0044308,0.0019696,0.0032989,0.0042059,0.0019550,0.0028714,0.0008731,0.0062786,0.0083020,0.0020491,0.0022969,0.0053407,0.0044067,0.0097056,0.0289709,0.0058584,0.0037491,0.0040294,0.0034124,0.0106973,0.0039691,0.0038849,0.0041696,0.0065346,0.0374096,0.0162413,0.0025159,0.0169405,0.0088104,0.0079410
3364OT,Other transportation equipment,0.0011766,0.0029001,0.0010087,0.0030557,0.0018804,0.0009055,0.0018793,0.0022580,0.0018113,0.0044907,0.0026255,0.0055645,0.0018715,0.0030699,0.0044315,1.2106600,0.0019345,0.0016993,0.0015699,0.0017149,0.0013864,0.0022755,0.0014827,0.0007338,0.0014714,0.0020315,0.0010822,0.0012656,0.0007812,0.0007825,0.0010371,0.0092160,0.0241524,0.0318110,0.0017072,0.0019931,0.0017613,0.0070515,0.0008831,0.0013806,0.0013506,0.0013526,0.0005070,0.0009144,0.0013481,0.0006393,0.0009951,0.0001161,0.0012934,0.0009219,0.0007091,0.0009505,0.0027439,0.0012594,0.0010451,0.0021117,0.0008564,0.0009193,0.0008494,0.0007996,0.0009303,0.0010124,0.0011280,0.0010749,0.0010431,0.0013472,0.0452538,0.0025893,0.0007387,0.0007438,0.0019392
337,Furniture and related products,0.0004764,0.0003886,0.0005170,0.0007826,0.0004257,0.0003370,0.0130346,0.0119685,0.0010273,0.0006825,0.0007024,0.0026174,0.0020354,0.0009314,0.0020677,0.0010535,1.0372300,0.0031002,0.0006289,0.0009181,0.0007210,0.0013749,0.0006943,0.0003944,0.0005669,0.0026564,0.0007183,0.0013465,0.0003515,0.0002167,0.0012603,0.0003143,0.0008484,0.0005845,0.0004056,0.0002868,0.0010887,0.0005183,0.0003171,0.0003922,0.0004278,0.0006402,0.0009990,0.0002762,0.0002955,0.0001448,0.0002284,0.0037615,0.0011393,0.0006818,0.0003202,0.0002091,0.0004527,0.0002767,0.0002875,0.0004683,0.0003463,0.0006503,0.0004545,0.0003553,0.0010813,0.0030671,0.0018105,0.0005054,0.0019025,0.0006235,0.0004395,0.0002929,0.0004111,0.0004338,0.0023355
339,Miscellaneous manufacturing,0.0021390,0.0012852,0.0008877,0.0019575,0.0012903,0.0006590,0.0027167,0.0021580,0.0056018,0.0021947,0.0020113,0.0102578,0.0018067,0.0065923,0.0076705,0.0030853,0.0029466,1.0698500,0.0017106,0.0065965,0.0111489,0.0020275,0.0022712,0.0006720,0.0030946,0.0036868,0.0017569,0.0064772,0.0017568,0.0007384,0.0019239,0.0009237,0.0009480,0.0019199,0.0012002,0.0010562,0.0012721,0.0021688,0.0021805,0.0014026,0.0011267,0.0012879,0.0009473,0.0010826,0.0014049,0.0008527,0.0009810,0.0001763,0.0017852,0.0011453,0.0008258,0.0008418,0.0028355,0.0010106,0.0029001,0.0093520,0.0034137,0.0250356,0.0238095,0.0083292,0.0106519,0.0015420,0.0023766,0.0030383,0.0022643,0.0042083,0.0019085,0.0022304,0.0005302,0.0054524,0.0016495
311FT,Food and beverage and tobacco products,0.0889273,0.0195228,0.0010185,0.0015393,0.0015433,0.0019740,0.0019926,0.0070467,0.0036181,0.0030780,0.0024280,0.0023517,0.0016264,0.0022706,0.0026844,0.0018190,0.0036606,0.0032455,1.2457100,0.0101226,0.0397750,0.0074610,0.0116029,0.0009578,0.0113013,0.0072470,0.0024250,0.0027614,0.0029267,0.0013900,0.0020769,0.0083225,0.0013932,0.0042247,0.0021042,0.0009634,0.0014057,0.0017349,0.0011984,0.0027930,0.0025273,0.0017856,0.0011285,0.0035941,0.0023817,0.0020482,0.0021024,0.0002343,0.0052266,0.0020668,0.0026139,0.0030790,0.0043175,0.0026213,0.0034832,0.0033077,0.0421449,0.0034754,0.0138698,0.0363374,0.0418437,0.0152356,0.0317070,0.0251328,0.1546220,0.0032203,0.0040643,0.0004281,0.0050537,0.0243755,0.0017315
313TT,Textile mills and textile product mills,0.0034377,0.0063257,0.0009389,0.0019280,0.0010768,0.0005780,0.0051918,0.0129214,0.0062370,0.0024310,0.0020701,0.0062032,0.0018796,0.0028660,0.0212434,0.0095298,0.0507409,0.0249309,0.0038789,1.2515900,0.2691040,0.0177433,0.0126850,0.0008230,0.0062750,0.0221265,0.0022194,0.0024783,0.0016206,0.0086015,0.0041456,0.0008354,0.0011745,0.0076528,0.0016629,0.0007789,0.0012553,0.0019229,0.0008592,0.0017878,0.0018663,0.0009835,0.0005199,0.0005868,0.0008394,0.0005613,0.0005788,0.0004133,0.0013073,0.0013653,0.0005092,0.0005015,0.0014612,0.0007418,0.0012636,0.0033428,0.0011841,0.0022946,0.0037601,0.0085655,0.0071416,0.0010428,0.0054687,0.0055927,0.0028680,0.0033206,0.0038997,0.0019960,0.0009005,0.0026835,0.0015800
315AL,Apparel and leather and allied products,0.0006385,0.0004575,0.0001765,0.0003253,0.0001980,0.0001511,0.0004671,0.0008028,0.0004721,0.0005721,0.0003693,0.0007456,0.0003166,0.0004106,0.0076296,0.0007737,0.0021086,0.0020607,0.0005402,0.0236379,1.1341500,0.0009589,0.0180336,0.0001519,0.0003948,0.0009794,0.0012015,0.0008425,0.0003025,0.0059876,0.0006433,0.0002028,0.0002600,0.0006732,0.0005389,0.0003062,0.0002650,0.0003378,0.0002342,0.0008965,0.0006105,0.0007592,0.0001796,0.0002462,0.0004666,0.0002945,0.0002995,0.0000380,0.0003813,0.0006629,0.0002187,0.0001802,0.0004334,0.0003084,0.0006953,0.0023806,0.0006559,0.0004106,0.0004113,0.0004953,0.0096582,0.0011378,0.0005704,0.0005568,0.0003876,0.0022319,0.0009136,0.0004243,0.0010576,0.0018859,0.0003491
322,Paper products,0.0096603,0.0052506,0.0032091,0.0080364,0.0046818,0.0027597,0.0106789,0.0145622,0.0266250,0.0199595,0.0166795,0.0198259,0.0123742,0.0255473,0.0198824,0.0133454,0.0310222,0.0301174,0.0514290,0.0293974,0.0178312,1.3109100,0.1768330,0.0027970,0.0217640,0.0445820,0.0089697,0.0066181,0.0094113,0.0041756,0.0076638,0.0050140,0.0046374,0.0080696,0.0065681,0.0052556,0.0075833,0.0190160,0.0060483,0.0362528,0.0081250,0.0049266,0.0031621,0.0052779,0.0070089,0.0050833,0.0046611,0.0007340,0.0056254,0.0059668,0.0050299,0.0037928,0.0077356,0.0054284,0.0077041,0.0095463,0.0068483,0.0090773,0.0107368,0.0118601,0.0109868,0.0054674,0.0061309,0.0266604,0.0159183,0.0064577,0.0052960,0.0129908,0.0037967,0.0131984,0.0052070
323,Printing and related support activities,0.0028435,0.0028672,0.0022564,0.0034032,0.0022824,0.0027977,0.0036961,0.0044698,0.0036273,0.0059725,0.0042789,0.0044698,0.0033948,0.0042432,0.0043199,0.0037597,0.0049332,0.0045732,0.0044828,0.0050405,0.0165174,0.0058237,1.0412100,0.0018125,0.0054194,0.0046924,0.0096379,0.0063679,0.0044842,0.0034728,0.0106317,0.0034122,0.0040160,0.0060550,0.0050514,0.0040189,0.0050852,0.0038435,0.0025557,0.0411858,0.0142978,0.0062498,0.0054554,0.0063255,0.0180229,0.0119778,0.0108962,0.0004518,0.0059135,0.0050849,0.0069342,0.0046946,0.0119359,0.0096984,0.0086545,0.0041825,0.0080079,0.0082340,0.0062963,0.0043846,0.0115009,0.0129896,0.0063165,0.0115132,0.0051602,0.0070540,0.0061990,0.0120677,0.0062862,0.0104844,0.0055246
324,Petroleum and coal products,0.0552119,0.0391456,0.0196067,0.0597368,0.0225609,0.0351115,0.0373757,0.0260875,0.0255800,0.0285588,0.0178606,0.0207569,0.0103476,0.0244099,0.0160574,0.0122715,0.0186712,0.0167664,0.0301892,0.0345361,0.0159191,0.0298580,0.0351786,1.0245800,0.0568102,0.0368412,0.0072700,0.0086892,0.0084742,0.0062421,0.0077297,0.1414090,0.0733583,0.1432430,0.0940752,0.0469543,0.0460659,0.0326671,0.0080227,0.0081376,0.0057763,0.0050949,0.0029073,0.0067003,0.0063332,0.0030190,0.0045991,0.0017204,0.0143204,0.0081387,0.0043165,0.0048558,0.0068794,0.0070496,0.0166640,0.0313804,0.0103395,0.0093759,0.0138419,0.0125837,0.0104776,0.0069153,0.0123303,0.0147560,0.0132134,0.0079548,0.0322958,0.0119481,0.0173780,0.0408737,0.0529979
325,Chemical products,0.0890713,0.0828977,0.0254663,0.0376897,0.0197909,0.0117348,0.0350621,0.0627184,0.0723093,0.0285319,0.0439616,0.0479521,0.0422010,0.0617286,0.0630122,0.0369767,0.0778387,0.0854943,0.0564576,0.3309270,0.0899328,0.1056940,0.0799216,0.0211017,1.3438100,0.3595630,0.0095834,0.0120863,0.0100212,0.0068678,0.0097958,0.0121656,0.0132108,0.0198414,0.0154478,0.0069594,0.0147209,0.0181752,0.0089397,0.0183045,0.0090401,0.0095584,0.0045973,0.0051099,0.0075545,0.0046368,0.0052287,0.0018497,0.0162340,0.0079714,0.0055531,0.0051020,0.0160638,0.0127000,0.0126939,0.0232998,0.0128239,0.0594746,0.0892899,0.0322321,0.0165954,0.0073763,0.0133548,0.0113042,0.0195960,0.0167556,0.0176388,0.0125150,0.0056954,0.0280564,0.0208974
326,Plastics and rubber products,0.0137620,0.0091186,0.0040245,0.0197203,0.0066459,0.0027816,0.0295858,0.0166109,0.0187893,0.0137679,0.0156207,0.0390133,0.0198986,0.0285316,0.0669519,0.0307288,0.0675310,0.0412624,0.0338946,0.0234070,0.0129658,0.0250041,0.0142716,0.0033384,0.0263875,1.0876000,0.0093924,0.0126967,0.0134153,0.0037098,0.0085411,0.0047785,0.0044312,0.0078938,0.0131503,0.0035783,0.0086992,0.0255432,0.0066741,0.0077311,0.0054418,0.0074308,0.0023540,0.0024565,0.0034064,0.0038558,0.0024092,0.0014277,0.0060230,0.0065046,0.0026965,0.0032782,0.0067166,0.0032817,0.0054503,0.0093334,0.0069067,0.0134488,0.0091443,0.0105089,0.0091869,0.0031933,0.0049500,0.0051306,0.0172859,0.0125883,0.0088628,0.0044863,0.0027439,0.0083650,0.0122417
42,Wholesale trade,0.0880956,0.0880399,0.0268383,0.0646562,0.0337318,0.0202017,0.0693161,0.1238280,0.0653997,0.1246760,0.0828373,0.1105390,0.0880234,0.1132690,0.1406780,0.0771612,0.0973292,0.0803558,0.1152300,0.0991269,0.1163450,0.1006930,0.0596700,0.0323786,0.0743985,0.0869279,1.0359400,0.0274061,0.0170308,0.0118293,0.0266150,0.0289064,0.0554266,0.0733010,0.0665760,0.0324106,0.0289583,0.0352338,0.0145896,0.0368609,0.0132658,0.0187046,0.0084253,0.0097269,0.0114748,0.0064724,0.0083352,0.0036620,0.0192586,0.0420683,0.0087278,0.0102613,0.0165435,0.0124452,0.0189740,0.0377734,0.0250766,0.0307233,0.0381966,0.0252907,0.0308929,0.0127291,0.0226260,0.0230353,0.0528774,0.0235961,0.0304067,0.0155453,0.0158377,0.0259961,0.0383952
