"Industry-by-Industry Total Requirements, After Redefinitions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(in producers' prices),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industries/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE
337,Furniture and related products,0.0005190,0.0001835,0.0003040,0.0008484,0.0006576,0.0003100,0.0092760,0.0038952,0.0008528,0.0009210,0.0010207,0.0027923,0.0009497,0.0009586,0.0024345,0.0010317,1.0777100,0.0034460,0.0006433,0.0018300,0.0021598,0.0011006,0.0008187,0.0003762,0.0004304,0.0027729,0.0007273,0.0013846,0.0003494,0.0003417,0.0012951,0.0002946,0.0005601,0.0005598,0.0004818,0.0003958,0.0005483,0.0005834,0.0004455,0.0002411,0.0002146,0.0007463,0.0038200,0.0002180,0.0004282,0.0000890,0.0003172,0.0024577,0.0010281,0.0014736,0.0003303,0.0001598,0.0006110,0.0004226,0.0004082,0.0008148,0.0004338,0.0006232,0.0005440,0.0004284,0.0011945,0.0039376,0.0031225,0.0004152,0.0018804,0.0006612,0.0004299,0.0003499,0.0021316,0.0004120,0.0017805
339,Miscellaneous manufacturing,0.0019167,0.0005353,0.0005284,0.0021629,0.0017262,0.0004600,0.0023045,0.0021967,0.0027749,0.0085813,0.0067750,0.0111298,0.0010779,0.0083045,0.0076816,0.0034119,0.0039766,1.0454100,0.0016659,0.0079989,0.0140940,0.0020408,0.0028507,0.0004871,0.0018873,0.0026621,0.0009143,0.0013785,0.0012421,0.0008228,0.0013400,0.0005994,0.0011841,0.0016484,0.0009334,0.0008889,0.0006507,0.0017587,0.0021535,0.0005009,0.0003179,0.0012476,0.0018973,0.0006993,0.0008832,0.0002772,0.0006770,0.0001686,0.0012983,0.0012977,0.0004905,0.0004872,0.0023611,0.0009646,0.0025723,0.0088321,0.0021474,0.0205282,0.0235442,0.0081373,0.0059125,0.0013498,0.0030092,0.0019576,0.0017140,0.0026973,0.0013106,0.0015450,0.0007583,0.0033549,0.0016249
311FT,Food and beverage and tobacco products,0.1248630,0.0101247,0.0010695,0.0030541,0.0033780,0.0018644,0.0032257,0.0090765,0.0075146,0.0054869,0.0056541,0.0053367,0.0017028,0.0046694,0.0065199,0.0035926,0.0089652,0.0072366,1.2690900,0.0239907,0.0452551,0.0203429,0.0193094,0.0017037,0.0250115,0.0215892,0.0026732,0.0025129,0.0041177,0.0021000,0.0030642,0.0034569,0.0019519,0.0040693,0.0026284,0.0016948,0.0009041,0.0036591,0.0021639,0.0021981,0.0015249,0.0028580,0.0045473,0.0041852,0.0031022,0.0015837,0.0031303,0.0003477,0.0047131,0.0028968,0.0032668,0.0019915,0.0052809,0.0041404,0.0048003,0.0053303,0.0427249,0.0049770,0.0236001,0.0422437,0.0382676,0.0155706,0.0337809,0.0269587,0.1500820,0.0044766,0.0068107,0.0011034,0.0220795,0.0263280,0.0029284
313TT,Textile mills and textile product mills,0.0016854,0.0013323,0.0002305,0.0009798,0.0006651,0.0002743,0.0026785,0.0070350,0.0042194,0.0017342,0.0013877,0.0048469,0.0004718,0.0014725,0.0121608,0.0052401,0.0367324,0.0131418,0.0019765,1.1452400,0.1719440,0.0201147,0.0190871,0.0003523,0.0015731,0.0137448,0.0010023,0.0017042,0.0011165,0.0102009,0.0029245,0.0004159,0.0006676,0.0027706,0.0009258,0.0005254,0.0003976,0.0012177,0.0006765,0.0009057,0.0006404,0.0012312,0.0010371,0.0003120,0.0005232,0.0002156,0.0003818,0.0002437,0.0007232,0.0016396,0.0002962,0.0002135,0.0008705,0.0005477,0.0009603,0.0024076,0.0007753,0.0009567,0.0019947,0.0048147,0.0029988,0.0009053,0.0025109,0.0033137,0.0014849,0.0028186,0.0022359,0.0008504,0.0010134,0.0015617,0.0009385
315AL,Apparel and leather and allied products,0.0003757,0.0001101,0.0000564,0.0001965,0.0001618,0.0001089,0.0002973,0.0004360,0.0003125,0.0003637,0.0002723,0.0004392,0.0001410,0.0002385,0.0034005,0.0003738,0.0012309,0.0009017,0.0003320,0.0298127,1.0694000,0.0007874,0.0269160,0.0001320,0.0002212,0.0005839,0.0005643,0.0021629,0.0003304,0.0018102,0.0010961,0.0001602,0.0002135,0.0003953,0.0003405,0.0002633,0.0000728,0.0002546,0.0002367,0.0009350,0.0001994,0.0015655,0.0005145,0.0002206,0.0003871,0.0001592,0.0002699,0.0000300,0.0003068,0.0012332,0.0001878,0.0001139,0.0003487,0.0003374,0.0006397,0.0015160,0.0003701,0.0003472,0.0005967,0.0003207,0.0013649,0.0008220,0.0004577,0.0004460,0.0004337,0.0021840,0.0010486,0.0002616,0.0009511,0.0012577,0.0002722
322,Paper products,0.0103949,0.0021867,0.0013716,0.0065192,0.0039422,0.0017854,0.0094945,0.0155888,0.0215175,0.0260369,0.0227148,0.0198091,0.0055958,0.0233723,0.0224620,0.0130470,0.0379498,0.0272412,0.0435668,0.0301117,0.0249737,1.2776000,0.1063390,0.0018496,0.0154043,0.0433220,0.0049602,0.0038227,0.0077448,0.0042132,0.0062094,0.0031115,0.0041738,0.0057407,0.0051788,0.0036783,0.0040814,0.0159431,0.0065046,0.0091769,0.0022485,0.0043932,0.0063283,0.0027546,0.0035903,0.0018423,0.0027137,0.0006932,0.0040422,0.0051741,0.0028607,0.0018264,0.0068017,0.0041059,0.0071431,0.0104674,0.0061631,0.0058932,0.0081080,0.0081814,0.0071370,0.0045536,0.0057067,0.0163983,0.0130709,0.0062902,0.0040303,0.0046312,0.0046675,0.0084203,0.0047794
323,Printing and related support activities,0.0018496,0.0007465,0.0004832,0.0017496,0.0015809,0.0010208,0.0021608,0.0028813,0.0022605,0.0031506,0.0025365,0.0026981,0.0010160,0.0021368,0.0036479,0.0023738,0.0044462,0.0036435,0.0027984,0.0103201,0.0185926,0.0036605,1.0204400,0.0007510,0.0025629,0.0033659,0.0045150,0.0034945,0.0026511,0.0023365,0.0081080,0.0012959,0.0024428,0.0032383,0.0024821,0.0027840,0.0009931,0.0021781,0.0019020,0.0323246,0.0036152,0.0035723,0.0109546,0.0022766,0.0091983,0.0045870,0.0060251,0.0002486,0.0025454,0.0032328,0.0035733,0.0015509,0.0068747,0.0051880,0.0055289,0.0027506,0.0050660,0.0039561,0.0054471,0.0028002,0.0058219,0.0087620,0.0039149,0.0058474,0.0031420,0.0040230,0.0028761,0.0046515,0.0038458,0.0055854,0.0030918
324,Petroleum and coal products,0.0474377,0.0104673,0.0048909,0.0423340,0.0195801,0.0329069,0.0337802,0.0204642,0.0239793,0.0309048,0.0177881,0.0170107,0.0040794,0.0208538,0.0140581,0.0103034,0.0172820,0.0135402,0.0273764,0.0172579,0.0115753,0.0275580,0.0279839,1.0197400,0.0232716,0.0210350,0.0056164,0.0070447,0.0073762,0.0069750,0.0070635,0.1772250,0.0784465,0.1173880,0.1353850,0.0674571,0.0098565,0.0493646,0.0101193,0.0041687,0.0020728,0.0051101,0.0081430,0.0045278,0.0055504,0.0014783,0.0042881,0.0018452,0.0125775,0.0075326,0.0035828,0.0029692,0.0064747,0.0055612,0.0131244,0.0271706,0.0100789,0.0058354,0.0110405,0.0109188,0.0089974,0.0079652,0.0113653,0.0085284,0.0099423,0.0083615,0.0274442,0.0057764,0.0241332,0.0320364,0.0392579
325,Chemical products,0.0873230,0.0430292,0.0155992,0.0384902,0.0263718,0.0121668,0.0305281,0.0607657,0.0792068,0.0478028,0.0644931,0.0578201,0.0233378,0.0597902,0.0687706,0.0370756,0.0817905,0.0803425,0.0571394,0.2751470,0.0726070,0.1253680,0.0988142,0.0191613,1.3120900,0.3573840,0.0077488,0.0089965,0.0099468,0.0087520,0.0105377,0.0103113,0.0140556,0.0161380,0.0145460,0.0083627,0.0077642,0.0194000,0.0117753,0.0079691,0.0033168,0.0168730,0.0142835,0.0038108,0.0067507,0.0025513,0.0051620,0.0021302,0.0179812,0.0103711,0.0045906,0.0040092,0.0198293,0.0155467,0.0177264,0.0397607,0.0152230,0.0423869,0.0392778,0.0243167,0.0141170,0.0103548,0.0215309,0.0104648,0.0207953,0.0185148,0.0143184,0.0103914,0.0092938,0.0225545,0.0258460
326,Plastics and rubber products,0.0138850,0.0043901,0.0021144,0.0171371,0.0084149,0.0024194,0.0214305,0.0156213,0.0168568,0.0202144,0.0204337,0.0398331,0.0082958,0.0255826,0.0669878,0.0228413,0.0731967,0.0379276,0.0325323,0.0199220,0.0156062,0.0271779,0.0149378,0.0025620,0.0190229,1.0846200,0.0062721,0.0077786,0.0107659,0.0040492,0.0076467,0.0037394,0.0041948,0.0067947,0.0107580,0.0038143,0.0075602,0.0216766,0.0079636,0.0031329,0.0015759,0.0085684,0.0066048,0.0016426,0.0026880,0.0019945,0.0020905,0.0013261,0.0054631,0.0076739,0.0019240,0.0019774,0.0067164,0.0034039,0.0060224,0.0131589,0.0081223,0.0104973,0.0099405,0.0106053,0.0083758,0.0037405,0.0058110,0.0042300,0.0161088,0.0120326,0.0076864,0.0030083,0.0046205,0.0070299,0.0121604
42,Wholesale trade,0.1078780,0.0351083,0.0114180,0.0568985,0.0330369,0.0183174,0.0649747,0.1156220,0.0703242,0.1366450,0.0908760,0.1176520,0.0464420,0.1161390,0.1459440,0.0787103,0.1128510,0.0824160,0.1304100,0.1000340,0.1114850,0.1034410,0.0606377,0.0306078,0.0709971,0.0896246,1.0319500,0.0230165,0.0173837,0.0162921,0.0335007,0.0340189,0.0580645,0.0768564,0.0708590,0.0381092,0.0157110,0.0451171,0.0201556,0.0540335,0.0048699,0.0333893,0.0291472,0.0076310,0.0111805,0.0036017,0.0093260,0.0041721,0.0190720,0.0457734,0.0078994,0.0078461,0.0200073,0.0158149,0.0219813,0.0525680,0.0285576,0.0278601,0.0336191,0.0278276,0.0255701,0.0161985,0.0287945,0.0211162,0.0557681,0.0277743,0.0372267,0.0119203,0.0270923,0.0248627,0.0371875
