"Industry-by-Industry Total Requirements, After Redefinitions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(in producers' prices),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industries/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525, HS, ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81, GFGD, GFGN,GFE,GSLG,GSLE
331,Primary metals,0.0143917,0.0064058,0.0193269,0.0324101,0.0196890,0.0063426,0.0418039,0.0335803,0.0377958,1.4761500,0.3656400,0.2269480,0.0571246,0.2927110,0.1749380,0.1345600,0.1164760,0.1179360,0.0290656,0.0233850,0.0152006,0.0353757,0.0186781,0.0150386,0.0150226,0.0382296,0.0052717,0.0075110,0.0059989,0.0048820,0.0063432,0.0090469,0.0375078,0.0216365,0.0142201,0.0082511,0.0137667,0.0163927,0.0113194,0.0054026,0.0022668,0.0170515,0.0177341,0.0022558,0.0044191,0.0021117,0.0032064,0.0022457,0.0113235,0.0112852,0.0032604,0.0042936,0.0115017,0.0065573,0.0089358,0.0482426,0.0108893,0.0075203,0.0087282,0.0070907,0.0123198,0.0053780,0.0126341,0.0080326,0.0138203,0.0175784,0.0188271,0.0074305,0.0126417,0.0073976,0.0229168
332,Fabricated metal products,0.0204805,0.0086878,0.0139570,0.0257271,0.0133673,0.0069186,0.0678494,0.0546170,0.0457087,0.0795811,1.1635100,0.1445530,0.0450677,0.1165020,0.1273250,0.0956665,0.0793016,0.0547997,0.0388663,0.0287597,0.0222548,0.0583509,0.0313586,0.0121903,0.0243343,0.0531147,0.0062269,0.0096547,0.0070800,0.0053815,0.0082008,0.0107883,0.0145437,0.0416909,0.0186794,0.0112897,0.0342465,0.0194076,0.0134285,0.0085332,0.0024946,0.0287969,0.0242697,0.0027967,0.0055512,0.0027724,0.0039889,0.0034084,0.0118995,0.0115635,0.0038014,0.0057569,0.0115106,0.0083695,0.0108066,0.0487383,0.0109555,0.0078770,0.0096826,0.0075170,0.0168680,0.0059287,0.0122971,0.0124964,0.0221645,0.0182107,0.0246624,0.0086003,0.0178184,0.0092295,0.0320998
333,Machinery,0.0158473,0.0075156,0.0135638,0.0555754,0.0408017,0.0094228,0.0264798,0.0145745,0.0154084,0.0300571,0.0277357,1.1243500,0.0072927,0.0355072,0.0843212,0.0359728,0.0122861,0.0171217,0.0144782,0.0082686,0.0062946,0.0191219,0.0211172,0.0103272,0.0119065,0.0179959,0.0035760,0.0056563,0.0047456,0.0034606,0.0044756,0.0052882,0.0063221,0.0101803,0.0091896,0.0059295,0.0077362,0.0122149,0.0170050,0.0030899,0.0013987,0.0059912,0.0089870,0.0012738,0.0025984,0.0013156,0.0018248,0.0013787,0.0077986,0.0060007,0.0018780,0.0027487,0.0055940,0.0037103,0.0098167,0.0548870,0.0149565,0.0036347,0.0047064,0.0045476,0.0051850,0.0034387,0.0050467,0.0039535,0.0073301,0.0141665,0.0079089,0.0029089,0.0083569,0.0058416,0.0136205
334,Computer and electronic products,0.0055139,0.0026713,0.0028993,0.0072768,0.0055096,0.0026076,0.0135296,0.0173323,0.0184418,0.0245402,0.0281545,0.0447271,1.1475000,0.0500672,0.0595715,0.1053500,0.0277361,0.0273819,0.0109187,0.0193364,0.0140859,0.0273862,0.0218777,0.0037422,0.0129601,0.0201514,0.0078743,0.0099627,0.0061005,0.0052851,0.0067058,0.0053340,0.0077434,0.0091634,0.0061143,0.0045281,0.0030216,0.0061369,0.0067117,0.0150498,0.0067932,0.0759284,0.0410525,0.0065063,0.0087957,0.0028793,0.0075904,0.0009423,0.0069762,0.0064428,0.0069591,0.0163465,0.0136351,0.0203938,0.0105253,0.0226289,0.0087362,0.0092280,0.0077925,0.0062190,0.0074816,0.0052686,0.0064039,0.0076111,0.0074417,0.0167344,0.0469264,0.0108776,0.0070914,0.0062853,0.0146203
335,"Electrical equipment, appliances, and components",0.0044889,0.0050997,0.0018237,0.0050362,0.0037514,0.0016021,0.0253972,0.0118754,0.0054666,0.0197822,0.0183025,0.0503386,0.0177095,1.0780800,0.0204312,0.0232620,0.0080096,0.0119909,0.0052288,0.0044406,0.0034639,0.0076611,0.0049913,0.0019303,0.0038828,0.0082931,0.0018267,0.0025833,0.0020738,0.0038935,0.0023023,0.0021498,0.0050934,0.0045433,0.0031012,0.0027685,0.0019024,0.0032974,0.0063121,0.0015708,0.0007654,0.0090846,0.0068276,0.0009636,0.0019257,0.0009479,0.0013965,0.0011897,0.0042919,0.0036046,0.0027044,0.0029968,0.0058718,0.0026487,0.0047153,0.0137348,0.0051629,0.0018353,0.0026175,0.0037952,0.0036832,0.0019866,0.0036390,0.0038761,0.0053068,0.0056473,0.0055431,0.0057381,0.0034795,0.0028918,0.0110607
3361MV,"Motor vehicles, bodies and trailers, and parts",0.0082660,0.0044265,0.0027484,0.0132784,0.0060142,0.0021390,0.0132021,0.0159866,0.0130870,0.0209873,0.0148355,0.0580541,0.0066313,0.0138561,1.3546700,0.0338173,0.0151717,0.0096980,0.0108148,0.0099202,0.0084760,0.0149981,0.0081628,0.0029670,0.0057148,0.0089270,0.0055738,0.0129108,0.0115072,0.0037164,0.0083278,0.0035032,0.0053563,0.0075124,0.0344146,0.0101411,0.0019254,0.0144730,0.0145469,0.0041097,0.0013169,0.0054787,0.0055779,0.0020029,0.0032396,0.0014300,0.0022286,0.0007288,0.0051410,0.0075557,0.0016503,0.0017895,0.0058357,0.0046459,0.0093180,0.0330367,0.0083586,0.0031516,0.0046091,0.0036083,0.0096755,0.0043110,0.0043432,0.0040822,0.0060366,0.0453261,0.0158423,0.0021680,0.0279406,0.0073108,0.0066990
3364OT,Other transportation equipment,0.0016007,0.0025264,0.0006891,0.0030068,0.0015250,0.0009734,0.0023281,0.0033785,0.0027772,0.0048607,0.0034284,0.0064486,0.0015235,0.0038008,0.0107525,1.2405300,0.0033253,0.0024064,0.0021108,0.0036472,0.0038809,0.0031049,0.0020961,0.0007982,0.0015013,0.0024402,0.0015599,0.0020476,0.0013294,0.0014230,0.0017727,0.0122811,0.0217799,0.0175647,0.0025776,0.0017558,0.0008912,0.0109664,0.0017435,0.0013574,0.0007626,0.0022142,0.0030344,0.0007878,0.0017209,0.0007882,0.0012989,0.0001633,0.0013163,0.0016554,0.0009688,0.0010852,0.0036613,0.0023606,0.0016724,0.0034130,0.0015135,0.0011716,0.0014519,0.0012316,0.0021909,0.0016546,0.0017904,0.0015626,0.0015542,0.0027296,0.0581418,0.0023565,0.0025800,0.0010176,0.0024748
337,Furniture and related products,0.0004092,0.0001827,0.0002099,0.0005783,0.0003126,0.0002593,0.0073600,0.0041531,0.0006908,0.0007219,0.0008588,0.0024991,0.0012500,0.0008430,0.0022848,0.0009955,1.0470300,0.0030455,0.0005488,0.0028738,0.0039747,0.0011749,0.0009188,0.0002772,0.0003875,0.0023779,0.0007197,0.0015135,0.0003173,0.0003959,0.0011939,0.0003001,0.0004320,0.0005285,0.0004015,0.0003289,0.0002915,0.0004861,0.0003744,0.0002900,0.0002112,0.0007121,0.0043659,0.0001746,0.0004177,0.0001404,0.0002880,0.0019386,0.0008113,0.0012022,0.0002675,0.0001825,0.0005345,0.0003889,0.0003415,0.0006875,0.0003902,0.0006435,0.0005604,0.0004260,0.0012816,0.0031881,0.0023412,0.0004358,0.0019876,0.0006027,0.0004472,0.0003487,0.0022215,0.0003697,0.0014455
339,Miscellaneous manufacturing,0.0018213,0.0006747,0.0005170,0.0015855,0.0009503,0.0004431,0.0019945,0.0025073,0.0034982,0.0039113,0.0032971,0.0099293,0.0009259,0.0061058,0.0066381,0.0025494,0.0044229,1.0578900,0.0015597,0.0099614,0.0197618,0.0028026,0.0029592,0.0005746,0.0027930,0.0034379,0.0011258,0.0015445,0.0013714,0.0011019,0.0015008,0.0007324,0.0008668,0.0016062,0.0008428,0.0008030,0.0004422,0.0016187,0.0021758,0.0006853,0.0003804,0.0012034,0.0021946,0.0005287,0.0008340,0.0004881,0.0006106,0.0001440,0.0011747,0.0011554,0.0005141,0.0005769,0.0024734,0.0009894,0.0024561,0.0087274,0.0027726,0.0224580,0.0240710,0.0084389,0.0058545,0.0015076,0.0034343,0.0022666,0.0018615,0.0030602,0.0012593,0.0020501,0.0009093,0.0033205,0.0014206
311FT,Food and beverage and tobacco products,0.1195640,0.0113827,0.0014931,0.0029807,0.0023471,0.0016676,0.0029796,0.0089707,0.0074764,0.0049788,0.0052432,0.0053476,0.0022689,0.0047317,0.0060308,0.0036505,0.0085861,0.0067894,1.2787200,0.0238164,0.0455905,0.0168089,0.0229731,0.0026097,0.0276439,0.0217293,0.0029272,0.0028929,0.0040945,0.0021068,0.0027388,0.0038558,0.0019251,0.0041572,0.0027472,0.0016381,0.0007854,0.0033687,0.0020452,0.0027632,0.0016151,0.0027120,0.0058680,0.0030977,0.0033278,0.0025561,0.0027690,0.0003242,0.0042640,0.0026475,0.0033093,0.0026678,0.0052834,0.0040156,0.0043458,0.0052236,0.0382267,0.0053982,0.0197029,0.0358240,0.0382644,0.0146808,0.0328690,0.0258673,0.1525120,0.0042413,0.0070843,0.0027721,0.0266861,0.0228534,0.0029226
313TT,Textile mills and textile product mills,0.0016639,0.0020055,0.0002462,0.0009987,0.0004758,0.0002744,0.0027512,0.0141951,0.0048862,0.0016305,0.0012982,0.0054085,0.0006684,0.0015231,0.0129518,0.0052423,0.0427680,0.0143524,0.0021615,1.1443000,0.1773430,0.0230866,0.0178789,0.0003846,0.0011665,0.0137242,0.0012611,0.0012296,0.0012698,0.0095646,0.0029679,0.0005226,0.0007097,0.0028771,0.0008922,0.0005036,0.0003423,0.0012845,0.0007480,0.0009225,0.0011080,0.0010310,0.0014363,0.0002598,0.0005573,0.0003949,0.0003844,0.0002338,0.0007111,0.0014420,0.0003256,0.0002824,0.0009261,0.0005711,0.0009772,0.0025651,0.0011598,0.0009961,0.0018275,0.0049058,0.0046214,0.0009343,0.0083991,0.0039528,0.0016497,0.0027768,0.0022391,0.0012219,0.0012331,0.0016535,0.0009622
315AL,Apparel and leather and allied products,0.0002852,0.0001121,0.0000602,0.0001673,0.0001032,0.0000946,0.0002295,0.0005079,0.0002945,0.0003428,0.0002438,0.0004340,0.0001265,0.0002238,0.0038648,0.0003378,0.0010638,0.0008055,0.0002924,0.0219099,1.1033800,0.0006775,0.0243925,0.0001699,0.0001912,0.0004531,0.0005328,0.0007866,0.0002369,0.0023720,0.0005991,0.0001717,0.0001817,0.0003713,0.0002909,0.0002290,0.0000608,0.0002302,0.0002191,0.0006864,0.0002212,0.0010216,0.0006326,0.0001346,0.0003647,0.0002676,0.0002396,0.0000237,0.0002581,0.0008367,0.0001773,0.0001251,0.0003319,0.0003114,0.0005586,0.0017198,0.0004909,0.0003894,0.0003833,0.0002655,0.0043893,0.0008060,0.0005569,0.0004053,0.0003182,0.0020243,0.0004699,0.0002918,0.0009799,0.0014289,0.0002658
322,Paper products,0.0095380,0.0024098,0.0017604,0.0066624,0.0029873,0.0018148,0.0090537,0.0163474,0.0249251,0.0251998,0.0218584,0.0209290,0.0079165,0.0238666,0.0209238,0.0138749,0.0379961,0.0253636,0.0445796,0.0289263,0.0248261,1.2988100,0.1221140,0.0023516,0.0157963,0.0400933,0.0064266,0.0046085,0.0085997,0.0046210,0.0069154,0.0041009,0.0041638,0.0062425,0.0049634,0.0038601,0.0035527,0.0154991,0.0068645,0.0131051,0.0033348,0.0050473,0.0095610,0.0026129,0.0044516,0.0036029,0.0031488,0.0006453,0.0040216,0.0053870,0.0034623,0.0026320,0.0079174,0.0048638,0.0074868,0.0109384,0.0067149,0.0063980,0.0098652,0.0106414,0.0090380,0.0056173,0.0064370,0.0223239,0.0147325,0.0064409,0.0045793,0.0081073,0.0067812,0.0093607,0.0049094
323,Printing and related support activities,0.0019244,0.0008747,0.0007044,0.0017276,0.0012883,0.0010665,0.0021147,0.0032886,0.0025942,0.0039492,0.0028586,0.0029350,0.0012117,0.0024180,0.0037446,0.0025541,0.0042891,0.0031625,0.0028900,0.0095123,0.0254392,0.0034432,1.0264000,0.0010481,0.0027552,0.0029415,0.0058117,0.0041864,0.0029864,0.0028633,0.0084488,0.0020127,0.0024992,0.0036948,0.0025563,0.0029429,0.0010225,0.0024107,0.0021459,0.0251670,0.0047138,0.0041360,0.0177402,0.0023067,0.0105909,0.0092319,0.0067589,0.0002874,0.0028888,0.0036278,0.0044295,0.0023557,0.0079761,0.0064288,0.0061285,0.0031965,0.0056579,0.0042690,0.0056451,0.0030188,0.0079658,0.0108268,0.0044052,0.0073561,0.0035312,0.0048035,0.0040849,0.0065193,0.0055917,0.0056803,0.0039514
324,Petroleum and coal products,0.0966528,0.0236160,0.0125085,0.0903534,0.0274464,0.0566656,0.0596592,0.0428515,0.0563193,0.0616623,0.0363135,0.0358020,0.0114056,0.0390056,0.0301428,0.0226239,0.0373559,0.0270073,0.0568540,0.0487387,0.0265272,0.0644776,0.0545409,1.0475500,0.0688335,0.0572812,0.0120959,0.0150643,0.0145298,0.0136488,0.0126333,0.2510110,0.1620430,0.2115500,0.2280130,0.1154600,0.0155395,0.0708783,0.0196480,0.0093242,0.0039702,0.0096335,0.0182887,0.0070220,0.0100329,0.0043111,0.0071784,0.0030827,0.0202496,0.0129949,0.0061234,0.0063463,0.0121189,0.0117249,0.0186267,0.0484203,0.0185328,0.0128955,0.0189352,0.0181820,0.0166375,0.0133235,0.0231960,0.0193587,0.0211515,0.0147430,0.0662865,0.0176080,0.0646993,0.0672618,0.0802103
325,Chemical products,0.1107300,0.0553940,0.0268180,0.0456690,0.0221021,0.0155405,0.0354340,0.0814016,0.1006910,0.0517562,0.0710041,0.0703993,0.0365996,0.0735429,0.0811986,0.0460381,0.1080830,0.0947789,0.0751725,0.3486460,0.0979615,0.1628000,0.1267620,0.0382176,1.4190900,0.4435910,0.0113690,0.0127201,0.0132740,0.0111724,0.0128435,0.0163660,0.0181256,0.0225524,0.0207576,0.0110768,0.0087002,0.0247501,0.0145252,0.0120006,0.0048482,0.0184884,0.0206402,0.0040002,0.0083177,0.0054399,0.0059487,0.0024424,0.0194556,0.0120501,0.0057080,0.0058503,0.0263587,0.0192971,0.0196207,0.0454614,0.0184960,0.0628457,0.0597897,0.0318993,0.0198481,0.0128460,0.0263157,0.0146552,0.0267817,0.0228597,0.0187712,0.0174841,0.0153065,0.0270708,0.0333823
326,Plastics and rubber products,0.0148908,0.0050896,0.0024664,0.0232076,0.0060529,0.0026005,0.0221152,0.0186040,0.0212664,0.0202269,0.0204412,0.0450804,0.0126757,0.0273742,0.0690149,0.0263595,0.0844104,0.0394526,0.0361495,0.0248691,0.0227889,0.0317551,0.0170095,0.0031111,0.0209583,1.0907500,0.0082671,0.0096800,0.0124413,0.0048713,0.0085623,0.0047864,0.0043064,0.0076726,0.0122901,0.0038836,0.0062020,0.0236984,0.0089631,0.0050862,0.0019806,0.0095646,0.0087967,0.0015542,0.0030875,0.0036992,0.0022301,0.0012811,0.0055352,0.0081980,0.0022054,0.0026342,0.0077118,0.0038441,0.0060556,0.0135066,0.0094699,0.0115707,0.0103666,0.0111001,0.0104936,0.0041060,0.0064547,0.0051896,0.0187035,0.0134058,0.0088695,0.0046335,0.0064924,0.0075249,0.0129749
42,Wholesale trade,0.1002580,0.0391219,0.0146058,0.0571001,0.0240675,0.0192884,0.0646045,0.1199840,0.0760563,0.1306230,0.0938946,0.1264530,0.0585823,0.1209610,0.1509960,0.0822641,0.1207790,0.0803003,0.1305100,0.0993539,0.1220470,0.1075290,0.0644724,0.0304318,0.0775868,0.0932103,1.0350500,0.0261333,0.0190564,0.0167246,0.0314825,0.0365957,0.0616012,0.0747774,0.0749073,0.0384757,0.0139854,0.0414014,0.0214262,0.0507564,0.0054596,0.0321759,0.0364019,0.0065954,0.0114072,0.0061477,0.0085052,0.0038334,0.0179316,0.0411979,0.0082260,0.0099261,0.0210506,0.0168617,0.0203812,0.0534357,0.0268963,0.0323334,0.0370399,0.0283535,0.0291711,0.0157007,0.0297577,0.0225916,0.0557159,0.0302006,0.0360524,0.0166233,0.0382846,0.0261542,0.0406521
