"Industry-by-Industry Total Requirements, After Redefinitions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(in producers' prices),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industries/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525, HS, ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81, GFGD, GFGN,GFE,GSLG,GSLE
IOCode,Name,Farms,"Forestry, fishing, and related activities",Oil and gas extraction,"Mining, except oil and gas",Support activities for mining,Utilities,Construction,Wood products,Nonmetallic mineral products,Primary metals,Fabricated metal products,Machinery,Computer and electronic products,"Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts",Other transportation equipment,Furniture and related products,Miscellaneous manufacturing,Food and beverage and tobacco products,Textile mills and textile product mills,Apparel and leather and allied products,Paper products,Printing and related support activities,Petroleum and coal products,Chemical products,Plastics and rubber products,Wholesale trade,Motor vehicle and parts dealers,Food and beverage stores,General merchandise stores,Other retail,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Other transportation and support activities,Warehousing and storage,"Publishing industries, except internet (includes software)",Motion picture and sound recording industries,Broadcasting and telecommunications,"Data processing, internet publishing, and other information services","Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Housing,Other real estate,Rental and leasing services and lessors of intangible assets,Legal services,Computer systems design and related services,"Miscellaneous professional, scientific, and technical services",Management of companies and enterprises,Administrative and support services,Waste management and remediation services,Educational services,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries",Accommodation,Food services and drinking places,"Other services, except government",Federal general government (defense),Federal general government (nondefense),Federal government enterprises,State and local general government,State and local government enterprises
111CA,Farms,1.2255200,0.0495231,0.0006638,0.0015863,0.0007121,0.0012604,0.0030605,0.0251658,0.0019067,0.0014390,0.0012662,0.0014458,0.0011459,0.0014101,0.0024762,0.0011006,0.0053820,0.0049449,0.3033890,0.0437541,0.0185447,0.0077799,0.0041177,0.0005878,0.0112163,0.0056343,0.0007931,0.0089068,0.0030373,0.0004396,0.0013540,0.0026644,0.0009720,0.0009601,0.0010196,0.0003919,0.0004274,0.0011403,0.0004926,0.0014727,0.0009244,0.0005427,0.0010968,0.0008472,0.0001900,0.0006077,0.0004005,0.0001670,0.0014641,0.0005835,0.0008344,0.0010094,0.0016677,0.0008081,0.0019900,0.0011567,0.0161889,0.0014775,0.0035071,0.0090836,0.0114814,0.0012905,0.0066678,0.0070738,0.0398186,0.0011815,0.0008299,-0.0087644,0.0022342,0.0086110,0.0009595
113FF,"Forestry, fishing, and related activities",0.0820791,1.2140700,0.0006311,0.0018768,0.0005904,0.0008492,0.0079253,0.1959840,0.0029280,0.0019929,0.0015498,0.0024702,0.0017079,0.0022980,0.0033008,0.0014166,0.0216888,0.0057539,0.0318381,0.0051859,0.0037322,0.0418386,0.0075245,0.0005164,0.0032076,0.0102423,0.0009011,0.0011508,0.0029020,0.0004759,0.0008587,0.0013531,0.0045224,0.0008414,0.0009414,0.0004294,0.0005722,0.0014135,0.0006320,0.0030830,0.0020032,0.0009431,0.0025213,0.0006132,0.0004942,0.0004902,0.0005042,0.0004643,0.0014193,0.0011189,0.0006013,0.0006274,0.0010912,0.0006044,0.0009384,0.0008814,0.0028493,0.0010050,0.0013873,0.0022472,0.0030943,0.0006615,0.0026704,0.0034929,0.0130753,0.0009007,0.0006678,0.0001655,0.0008534,0.0029986,0.0014940
211,Oil and gas extraction,0.0383127,0.0171985,1.1413700,0.0342547,0.0101081,0.1851750,0.0222107,0.0211620,0.0250504,0.0320084,0.0196946,0.0175238,0.0134478,0.0207643,0.0160808,0.0116339,0.0163593,0.0150830,0.0236535,0.0303405,0.0182469,0.0274335,0.0271697,0.6762270,0.0530180,0.0304959,0.0061742,0.0075070,0.0126471,0.0077559,0.0088381,0.1021600,0.0299150,0.0413684,0.0431568,0.0297983,0.0784426,0.0158643,0.0112573,0.0102739,0.0081201,0.0078450,0.0080326,0.0060274,0.0053168,0.0034145,0.0052043,0.0011524,0.0303391,0.0064718,0.0057814,0.0059593,0.0070836,0.0056796,0.0147130,0.0274315,0.0238166,0.0093676,0.0147748,0.0149968,0.0124274,0.0090109,0.0148232,0.0177839,0.0158237,0.0081618,0.0180025,0.0072291,0.0229148,0.0287575,0.0818243
212,"Mining, except oil and gas",0.0105679,0.0022263,0.0051018,1.1035200,0.0027967,0.0234247,0.0159214,0.0046500,0.0726132,0.0793840,0.0163968,0.0111918,0.0057855,0.0148012,0.0123116,0.0078238,0.0070724,0.0082006,0.0086931,0.0085076,0.0042031,0.0145025,0.0048857,0.0052430,0.0121995,0.0079598,0.0010722,0.0013158,0.0019832,0.0012549,0.0015949,0.0021741,0.0035642,0.0033927,0.0019931,0.0010445,0.0016759,0.0019762,0.0020095,0.0028942,0.0021503,0.0021781,0.0026394,0.0009582,0.0011658,0.0006704,0.0011622,0.0005512,0.0080938,0.0017515,0.0011634,0.0011060,0.0020411,0.0011903,0.0014749,0.0024248,0.0042882,0.0021753,0.0031883,0.0026117,0.0026115,0.0020394,0.0035617,0.0027407,0.0041478,0.0021681,0.0018736,0.0046199,0.0014470,0.0027534,0.0082039
213,Support activities for mining,0.0007763,0.0003084,0.0139791,0.0263345,1.0049400,0.0028913,0.0007456,0.0004574,0.0021886,0.0024410,0.0007601,0.0006001,0.0003860,0.0007280,0.0006201,0.0004222,0.0004567,0.0004512,0.0005739,0.0006374,0.0003811,0.0007620,0.0005175,0.0083484,0.0009942,0.0006381,0.0002157,0.0001804,0.0002494,0.0001623,0.0002296,0.0015844,0.0005554,0.0012111,0.0010042,0.0004315,0.0010357,0.0050070,0.0003144,0.0003501,0.0002438,0.0001899,0.0002670,0.0001213,0.0001513,0.0000766,0.0001332,0.0000316,0.0006040,0.0001694,0.0001414,0.0001401,0.0002565,0.0001274,0.0002690,0.0004856,0.0004417,0.0002105,0.0002930,0.0002758,0.0002759,0.0002228,0.0003099,0.0003179,0.0003387,0.0001946,0.0003040,0.0002228,0.0003550,0.0004456,0.0012701
22,Utilities,0.0656203,0.0137677,0.0570092,0.0771828,0.0082193,1.0291400,0.0243330,0.0477537,0.0710495,0.1010280,0.0536286,0.0391946,0.0353659,0.0452755,0.0415609,0.0305595,0.0385205,0.0321248,0.0543576,0.0615894,0.0463429,0.0781894,0.0487603,0.0440348,0.0506246,0.0599455,0.0155793,0.0223651,0.0484675,0.0302464,0.0284554,0.0179025,0.0125153,0.0420881,0.0189676,0.0111745,0.0131350,0.0215499,0.0434228,0.0239045,0.0235894,0.0251076,0.0193324,0.0114299,0.0149636,0.0085145,0.0146404,0.0023224,0.1307490,0.0170312,0.0164192,0.0135663,0.0178610,0.0155363,0.0171553,0.0274834,0.0954572,0.0207373,0.0411523,0.0406509,0.0308208,0.0270214,0.0421754,0.0546606,0.0496720,0.0215770,0.0166867,0.0138921,0.0247347,0.0250840,0.0276489
23,Construction,0.0144953,0.0047302,0.0164555,0.0388444,0.0072284,0.0201553,1.0060300,0.0114577,0.0150691,0.0200519,0.0125239,0.0099653,0.0093450,0.0102561,0.0094766,0.0070768,0.0100904,0.0081897,0.0112893,0.0109114,0.0080455,0.0148237,0.0123398,0.0134065,0.0104192,0.0123895,0.0042747,0.0060343,0.0082141,0.0062923,0.0079474,0.0065752,0.0233379,0.0105338,0.0073561,0.0051408,0.0333236,0.0160587,0.0084027,0.0071448,0.0068196,0.0136082,0.0074811,0.0112141,0.0057934,0.0030449,0.0094737,0.0237358,0.0471607,0.0053888,0.0058090,0.0041976,0.0086973,0.0058830,0.0048210,0.0052826,0.0115690,0.0059701,0.0092308,0.0088659,0.0107863,0.0071834,0.0085369,0.0149973,0.0105538,0.0101133,0.0167490,0.0095369,0.0180003,0.0149628,0.1030630
321,Wood products,0.0061404,0.0060358,0.0023897,0.0046883,0.0022948,0.0025000,0.0485099,1.3135600,0.0115130,0.0068632,0.0049518,0.0097950,0.0060495,0.0076656,0.0134087,0.0046037,0.1316680,0.0192594,0.0062574,0.0064663,0.0037793,0.0481695,0.0093732,0.0018275,0.0044781,0.0141364,0.0031172,0.0020467,0.0042928,0.0017401,0.0027863,0.0020103,0.0287147,0.0024991,0.0030814,0.0011288,0.0024302,0.0036891,0.0021952,0.0103277,0.0103799,0.0040058,0.0136551,0.0015175,0.0014154,0.0010386,0.0014783,0.0028091,0.0062219,0.0056720,0.0013942,0.0013631,0.0021832,0.0013660,0.0021977,0.0024263,0.0027766,0.0024329,0.0026009,0.0021976,0.0094900,0.0017960,0.0037842,0.0048962,0.0086699,0.0026805,0.0022426,0.0018621,0.0017901,0.0051453,0.0074101
327,Nonmetallic mineral products,0.0038506,0.0022617,0.0085247,0.0081004,0.0060379,0.0040757,0.0536130,0.0185277,1.1549600,0.0156756,0.0096256,0.0131888,0.0079982,0.0239880,0.0245155,0.0062090,0.0115590,0.0110520,0.0121542,0.0152853,0.0057234,0.0057112,0.0035887,0.0061531,0.0079064,0.0133105,0.0014254,0.0022033,0.0021685,0.0010573,0.0023843,0.0031050,0.0032922,0.0028900,0.0028448,0.0014043,0.0030064,0.0027706,0.0020105,0.0024276,0.0018843,0.0044862,0.0073096,0.0015625,0.0014484,0.0009038,0.0014929,0.0015093,0.0043043,0.0018297,0.0012260,0.0016276,0.0037603,0.0021586,0.0025335,0.0039106,0.0043065,0.0060791,0.0038565,0.0041058,0.0051088,0.0015868,0.0029624,0.0036042,0.0122099,0.0037615,0.0026116,0.0030922,0.0019376,0.0030980,0.0153157
